Sr.No,Round ??,Institute ??,Program ??,Stream ??,Quota ??,Category ??,Seat Gender ??,Opening Rank ??,Closing Rank ??,Remark ??
140,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),B.Tech,Home State,SC(Girl),Female Seats,424167,927241,Fresh Only
141,Round 1,"JMS GROUP OF INSTITUTIONS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1239200,1400897,Fresh Only
142,Round 1,"Lucknow University, Lucknow",Civil Engineering,B.Tech,Home State,ST,Both Male and Female Seats,520130,520130,Fresh Only
143,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Information Technology,B.Tech,Home State,BC(PH),Both Male and Female Seats,1032883,1032883,Fresh Only
144,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,151716,169718,Fresh Only
145,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,502873,555708,Fresh Only
146,Round 1,"Bundelkhand University, Jhansi",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,204512,428026,Fresh Only
147,Round 1,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,301804,1459100,Fresh Only
148,Round 1,"VISION INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,955791,955791,Fresh Only
149,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,430524,1212917,Fresh Only
150,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC(Girl),Female Seats,670307,1083221,Fresh Only
151,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,247993,397445,Fresh Only
152,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,154602,1158414,Fresh Only
153,Round 1,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,1155227,1155227,Fresh Only
154,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,688875,1316955,Fresh Only
155,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,516167,1208090,Fresh Only
156,Round 1,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,285091,367701,Fresh Only
157,Round 1,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,103739,330346,Fresh Only
158,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC(Girl),Female Seats,511375,596619,Fresh Only
159,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Artificial Intelligence And Machine Learning,B.Tech,Home State,BC,Both Male and Female Seats,569439,575109,Fresh Only
160,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Information Technology,B.Tech,Home State,EWS(AF),Both Male and Female Seats,174660,174660,Fresh Only
161,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,46378,56482,Fresh Only
162,Round 1,LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY,Computer Science & Engineering (Cyber Security),B.Tech,Home State,OPEN,Both Male and Female Seats,366561,1462524,Fresh Only
163,Round 1,"SAMRAT ASHOK RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,342667,630934,Fresh Only
164,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,104503,111289,Fresh Only
165,Round 1,"SHIVDAN SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALIGARH",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,505723,1254635,Fresh Only
166,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,600244,1288239,Fresh Only
167,Round 1,"MODERN COLLEGE, JHANSI",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN,Both Male and Female Seats,543477,543477,Fresh Only
168,Round 1,"M. J. P. Ruhelkhand University, Bareilly",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,991009,1281719,Fresh Only
169,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,744492,1152802,Fresh Only
170,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,SC(AF),Both Male and Female Seats,624827,624827,Fresh Only
171,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Mechanical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,160871,160871,Fresh Only
172,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,235171,390226,Fresh Only
173,Round 1,Ch. Charan Singh University Campus (SCRIET) Meerut,Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,686707,728906,Fresh Only
174,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science,B.Tech,Home State,OPEN,Both Male and Female Seats,144995,911965,Fresh Only
175,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,137745,153029,Fresh Only
176,Round 1,LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY,Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,998685,1301639,Fresh Only
177,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Electronics and Communication Engineering,B.Tech,Home State,SC(Girl),Female Seats,297808,311699,Fresh Only
178,Round 1,"ALIGARH COLLEGE OF ENGG. & TECH,ALIGARH",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,757232,843219,Fresh Only
179,Round 1,"JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,769008,1466634,Fresh Only
180,Round 1,"UNITED COLLEGE OF ENGINEERING & RESEARCH,ALLAHABAD",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,336143,470537,Fresh Only
181,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,267951,351165,Fresh Only
182,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,453404,1306350,Fresh Only
183,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (Artificial Intelligence & data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,105567,277193,Fresh Only
184,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,823517,987173,Fresh Only
185,Round 1,"SAMRAT ASHOK RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,754624,1231501,Fresh Only
186,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,170753,195474,Fresh Only
187,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC,Both Male and Female Seats,35744,43739,Fresh Only
188,Round 1,"BHARAT RATNA SARDAR VALLABHBHAI PATEL RAJKIYA ENGINEERING COLLEGE, BASTI",Civil Engineering,B.Tech,Home State,BC,Both Male and Female Seats,995370,1286286,Fresh Only
189,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Mechanical Engineering,B.Tech,Home State,SC(Girl),Female Seats,1165431,1165431,Fresh Only
190,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,Home State,ST,Both Male and Female Seats,894556,894556,Fresh Only
191,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,198515,214036,Fresh Only
192,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Internet Of Things),B.Tech,Home State,SC,Both Male and Female Seats,807502,807502,Fresh Only
193,Round 1,"M. J. P. Ruhelkhand University, Bareilly",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,544493,558329,Fresh Only
194,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,241890,904703,Fresh Only
195,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science Engineering,B.Tech,Home State,SC,Both Male and Female Seats,305371,676986,Fresh Only
196,Round 1,"CENTRE FOR ADVANCE STUDIES,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,86840,90426,Fresh Only
197,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.Tech,Home State,BC(Girl),Female Seats,1175332,1393863,Fresh Only
198,Round 1,"ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,422861,473978,Fresh Only
199,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Civil Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,210459,210459,Fresh Only
200,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,790117,886969,Fresh Only
201,Round 1,"ALLENHOUSE INSTITUTE OF TECHNOLOGY,KANPUR",Mechanical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1466028,1466028,Fresh Only
202,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,434741,435694,Fresh Only
203,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,132302,629939,Fresh Only
204,Round 1,"AXIS INSTITUTE OF TECHNOLOGY & MANAGEMENT,KANPUR",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,517536,869377,Fresh Only
205,Round 1,"FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY, RAIBAREILLY",Aeronautical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,562831,562831,Fresh Only
206,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,232888,268969,Fresh Only
207,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,EWS(GL),Female Seats,193164,218573,Fresh Only
208,Round 1,"PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1188702,1188702,Fresh Only
209,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC(PH),Both Male and Female Seats,134244,134244,Fresh Only
210,Round 1,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,123569,1287528,Fresh Only
211,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,237907,773105,Fresh Only
212,Round 1,"Lucknow University, Lucknow",Computer Science and Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,212054,222610,Fresh Only
213,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,375592,524797,Fresh Only
214,Round 1,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,722606,1277546,Fresh Only
215,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,B.Tech,Home State,SC,Both Male and Female Seats,368044,556388,Fresh Only
216,Round 1,"Bundelkhand University, Jhansi",Biomedical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1171763,1171763,Fresh Only
217,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(AF),Both Male and Female Seats,214279,214279,Fresh Only
218,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,247531,471168,Fresh Only
219,Round 1,"Bundelkhand University, Jhansi",Food Engineering & technology,B.Tech,Home State,OPEN(GIRL),Female Seats,826372,923603,Fresh Only
220,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,332749,464465,Fresh Only
221,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics Engineering (VLSI Design and Technology),B.Tech,Home State,OPEN,Both Male and Female Seats,413991,781753,Fresh Only
222,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1234360,1386500,Fresh Only
223,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,183110,848271,Fresh Only
224,Round 1,"DR.M.C.SAXENA COLLEGE OF ENGG. & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,161090,1401228,Fresh Only
225,Round 1,"MORADABAD INSTITUTE OF TECHNOLOGY,MORADABAD",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,337074,1450500,Fresh Only
226,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,139223,148567,Fresh Only
227,Round 1,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,1119955,1275634,Fresh Only
228,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,486673,511439,Fresh Only
229,Round 1,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,116181,1297655,Fresh Only
230,Round 1,GREATER NOIDA COLLEGE,Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,460147,876937,Fresh Only
231,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,EWS(GL),Female Seats,111293,111293,Fresh Only
232,Round 1,"SAMRAT ASHOK RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Information Technology,B.Tech,Home State,ST,Both Male and Female Seats,1192278,1192278,Fresh Only
233,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,4036.1,24167,Fresh Only
234,Round 1,"VEER KUNWAR INSTITUTE OF TECHNOLOGY,BIJNAUR",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1475039,1475039,Fresh Only
235,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,267197,327080,Fresh Only
236,Round 1,"DEEWAN V.S. INSTITUTE OF ENGINEERING & TECHNOLOGY, MEERUT,MEERUT",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,928891,1208280,Fresh Only
237,Round 1,"Sardar Vallabhbhai Patel University of Agriculture & Technology, Meerut",Computer Science,B.Tech,Home State,OPEN,Both Male and Female Seats,160138,382147,Fresh Only
238,Round 1,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC,Both Male and Female Seats,1206309,1430546,Fresh Only
239,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,234474,1341251,Fresh Only
240,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,570284,735625,Fresh Only
241,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,117956,117956,Fresh Only
242,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,120106,131246,Fresh Only
243,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC,Both Male and Female Seats,228724,277436,Fresh Only
244,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,380735,494604,Fresh Only
245,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,205537,240000,Fresh Only
246,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Electronics Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,337958,337958,Fresh Only
247,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (Artificial Intelligence & data Science),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,934083,934083,Fresh Only
248,Round 1,Ch. Charan Singh University Campus (SCRIET) Meerut,Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,162577,395190,Fresh Only
249,Round 1,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,254758,628699,Fresh Only
250,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Electronics and Communication Engineering,B.Tech,Home State,SC(Girl),Female Seats,1184680,1184680,Fresh Only
251,Round 1,"MEERUT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,594588,725778,Fresh Only
252,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC(Girl),Female Seats,622944,622944,Fresh Only
253,Round 1,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,448076,448076,Fresh Only
254,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,259208,307928,Fresh Only
255,Round 1,"MAHARANA PRATAP INSTITUE OF TECHNOLOGY, GORAKHPUR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,415122,1314419,Fresh Only
256,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,109247,127905,Fresh Only
257,Round 1,"CENTRE FOR ADVANCE STUDIES,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,111360,111360,Fresh Only
